id,True,Predicted,Confidence,TrueLabelProb
1,1,1,0.9536509485091621,0.9536509485091621
2,7,7,0.9750605181605648,0.9750605181605648
5,1,1,0.934241196391121,0.934241196391121
9,1,1,0.9279535473875172,0.9279535473875172
13,7,7,0.9674475135059881,0.9674475135059881
23,2,2,0.9461641096694925,0.9461641096694925
24,3,3,0.9727592322605504,0.9727592322605504
30,7,7,0.8975595580622641,0.8975595580622641
31,1,1,0.6671245731385635,0.6671245731385635
34,5,5,0.9562991448838613,0.9562991448838613
40,5,5,0.9775983076246157,0.9775983076246157
43,1,1,0.937944986030144,0.937944986030144
46,3,3,0.9968386961840369,0.9968386961840369
61,3,3,0.9623911984529653,0.9623911984529653
69,5,5,0.9554784015603327,0.9554784015603327
71,7,7,0.8907833547938391,0.8907833547938391
73,7,7,0.8629305431324291,0.8629305431324291
76,1,1,0.8390808623443393,0.8390808623443393
84,3,3,0.9874826642028786,0.9874826642028786
90,1,1,0.8764086674095587,0.8764086674095587
108,6,7,0.36546923498582135,0.3046510318846355
111,7,7,0.8293872866645424,0.8293872866645424
112,3,3,0.9949408094199228,0.9949408094199228
113,6,6,0.9832425858706811,0.9832425858706811
118,1,1,0.8804671119923342,0.8804671119923342
121,2,2,0.9062629609894532,0.9062629609894532
123,1,1,0.9023446536864045,0.9023446536864045
134,3,2,0.7493806085709579,0.022463032093421452
141,4,4,0.6392492088067997,0.6392492088067997
144,2,2,0.7607408116275453,0.7607408116275453
146,1,1,0.9928890060367715,0.9928890060367715
155,7,7,0.9958953630236766,0.9958953630236766
164,1,1,0.951469600699297,0.951469600699297
176,4,4,0.4296558238656369,0.4296558238656369
185,4,4,0.8205506982158642,0.8205506982158642
187,1,1,0.9448811419452305,0.9448811419452305
189,2,2,0.8947734153999726,0.8947734153999726
198,3,3,0.7580975211484839,0.7580975211484839
201,5,5,0.4825168353523591,0.4825168353523591
204,6,6,0.8539613125892779,0.8539613125892779
205,5,5,0.8793045238283278,0.8793045238283278
214,2,2,0.9395378997960752,0.9395378997960752
220,1,1,0.6951171648255338,0.6951171648255338
228,3,3,0.9430512396226182,0.9430512396226182
229,1,1,0.7874124648339821,0.7874124648339821
231,5,5,0.9793596783297003,0.9793596783297003
236,3,3,0.5049146560763966,0.5049146560763966
245,5,5,0.7456040127165773,0.7456040127165773
246,1,1,0.4209342456929822,0.4209342456929822
247,6,6,0.9777947970314868,0.9777947970314868
249,2,1,0.7325384396119401,0.08743659367031953
251,5,5,0.9804227034831938,0.9804227034831938
254,6,6,0.8332214724205584,0.8332214724205584
265,4,4,0.98954447579091,0.98954447579091
268,2,2,0.9019937059719996,0.9019937059719996
269,3,3,0.9431622101555537,0.9431622101555537
275,1,1,0.690586598454484,0.690586598454484
278,7,7,0.8816156434193488,0.8816156434193488
283,4,4,0.6418727670928153,0.6418727670928153
290,7,7,0.9936821998315802,0.9936821998315802
293,6,6,0.8424276646218705,0.8424276646218705
304,7,7,0.9890407750152335,0.9890407750152335
312,7,7,0.9638417671384265,0.9638417671384265
313,3,3,0.9906855858602479,0.9906855858602479
314,6,6,0.6078985754789795,0.6078985754789795
317,2,7,0.7267971440351814,0.12947576391202684
320,1,1,0.9562265726094442,0.9562265726094442
325,6,6,0.8406292241410166,0.8406292241410166
328,2,2,0.9096363553957433,0.9096363553957433
331,3,3,0.8029651850563431,0.8029651850563431
333,3,3,0.8298771781520963,0.8298771781520963
342,7,7,0.9285872575495672,0.9285872575495672
354,7,7,0.6452051210173834,0.6452051210173834
360,6,6,0.732313158505497,0.732313158505497
369,3,3,0.7043860287044954,0.7043860287044954
370,7,7,0.9932036822811342,0.9932036822811342
383,1,1,0.5732811396796278,0.5732811396796278
388,5,5,0.9656440046562867,0.9656440046562867
399,1,1,0.863670619027262,0.863670619027262
403,1,1,0.701067676116615,0.701067676116615
404,7,7,0.9700741914954132,0.9700741914954132
405,4,4,0.42699728757123917,0.42699728757123917
409,2,1,0.7883083553337636,0.16306031407763968
413,5,5,0.4482014357319379,0.4482014357319379
424,6,6,0.8823413761237869,0.8823413761237869
430,6,6,0.9052857016049649,0.9052857016049649
434,2,2,0.9806531162497205,0.9806531162497205
440,3,3,0.9957919390296003,0.9957919390296003
452,1,1,0.7470239059380153,0.7470239059380153
453,2,2,0.7948688388330009,0.7948688388330009
454,2,2,0.9929888895001319,0.9929888895001319
455,7,7,0.995912252747825,0.995912252747825
456,5,5,0.8279362104729368,0.8279362104729368
459,5,5,0.9327296306679321,0.9327296306679321
468,4,4,0.8811173649646685,0.8811173649646685
470,1,1,0.9651000069524542,0.9651000069524542
473,1,2,0.8619602932451579,0.1167793678242208
477,5,5,0.8883627754956707,0.8883627754956707
493,5,5,0.904893701922226,0.904893701922226
496,2,2,0.9268537647866211,0.9268537647866211
503,3,3,0.9923525224385256,0.9923525224385256
508,1,1,0.9521829461023262,0.9521829461023262
509,4,4,0.4444125768096454,0.4444125768096454
513,6,2,0.3807013863259429,0.2567855677149476
517,2,2,0.9844024728876568,0.9844024728876568
519,4,4,0.9103035593439264,0.9103035593439264
527,3,3,0.9895758445004198,0.9895758445004198
528,5,5,0.6126016486162563,0.6126016486162563
537,4,1,0.4508867719064569,0.33894415977223846
540,2,2,0.9217282232481445,0.9217282232481445
544,1,1,0.9172119355325362,0.9172119355325362
545,7,7,0.9943376855886373,0.9943376855886373
547,3,3,0.4726780277816307,0.4726780277816307
550,5,5,0.8808505871429626,0.8808505871429626
552,2,2,0.7832979288907252,0.7832979288907252
560,3,3,0.8518340151344473,0.8518340151344473
561,5,5,0.9750985459729857,0.9750985459729857
562,1,1,0.978370017179592,0.978370017179592
563,1,1,0.9426332624031976,0.9426332624031976
569,6,6,0.8479897952900247,0.8479897952900247
591,5,5,0.8938053876268679,0.8938053876268679
596,3,3,0.8491713843742796,0.8491713843742796
603,4,1,0.46605416829226204,0.12165009927961415
605,1,1,0.5086934837386878,0.5086934837386878
607,3,3,0.8088134920467434,0.8088134920467434
611,5,5,0.9630674821227799,0.9630674821227799
612,6,3,0.40068605459290657,0.25163762445289967
615,5,5,0.8842717440123959,0.8842717440123959
616,1,1,0.954109672876987,0.954109672876987
619,1,1,0.989676484543721,0.989676484543721
622,7,7,0.984481722293834,0.984481722293834
633,7,7,0.9685056181886951,0.9685056181886951
635,2,2,0.9799605135828156,0.9799605135828156
636,4,4,0.9888914463752468,0.9888914463752468
640,5,5,0.9282406137408329,0.9282406137408329
657,7,7,0.9394129471964795,0.9394129471964795
659,6,2,0.3243517796551292,0.2743951143897233
662,4,4,0.977119911802251,0.977119911802251
669,1,1,0.9219246590065147,0.9219246590065147
671,5,5,0.9618420331850787,0.9618420331850787
674,4,4,0.9863973637069333,0.9863973637069333
678,4,4,0.9867881986648215,0.9867881986648215
681,5,5,0.9852537683736935,0.9852537683736935
685,7,7,0.9293022612897369,0.9293022612897369
688,6,6,0.9547016849483871,0.9547016849483871
698,7,7,0.9430223403806373,0.9430223403806373
701,6,5,0.34605194954790447,0.16847393283587847
703,1,1,0.951400725292771,0.951400725292771
704,1,1,0.768755610320177,0.768755610320177
708,5,3,0.45085985599630707,0.4473447127291981
709,1,1,0.9920941178167823,0.9920941178167823
713,2,1,0.8842095378586933,0.06722916086145667
715,6,6,0.9821907427027776,0.9821907427027776
716,2,2,0.8528109254884405,0.8528109254884405
717,4,4,0.9353835394214305,0.9353835394214305
723,1,1,0.9482891309593626,0.9482891309593626
730,4,1,0.6095300749453353,0.23393599409363017
738,2,2,0.9262772254086871,0.9262772254086871
739,2,2,0.8351165013803866,0.8351165013803866
748,3,3,0.9813980387330161,0.9813980387330161
756,2,2,0.7590493230586998,0.7590493230586998
760,5,5,0.6136351450082839,0.6136351450082839
776,7,7,0.9958991210582588,0.9958991210582588
786,5,5,0.4468829878409834,0.4468829878409834
795,4,4,0.9392577505420168,0.9392577505420168
796,7,7,0.8678772561210093,0.8678772561210093
799,7,7,0.9889618957902614,0.9889618957902614
804,2,3,0.46413652046631854,0.39654755611156256
805,4,4,0.9441537670844884,0.9441537670844884
815,4,4,0.3610057343635863,0.3610057343635863
819,3,3,0.9805279654045085,0.9805279654045085
828,2,2,0.7063209788940481,0.7063209788940481
840,1,1,0.5681848357900098,0.5681848357900098
847,1,1,0.958258550961822,0.958258550961822
850,3,3,0.7011551600255205,0.7011551600255205
859,2,2,0.9277082792002829,0.9277082792002829
865,5,2,0.6161210445744078,0.016487139226761403
879,4,4,0.7319983891167071,0.7319983891167071
894,4,4,0.9915337039676496,0.9915337039676496
897,4,1,0.534337250793361,0.08190061290988178
905,2,2,0.965466520732961,0.965466520732961
906,5,5,0.9800348050500292,0.9800348050500292
917,1,1,0.9859427129662794,0.9859427129662794
923,3,3,0.9674943531480066,0.9674943531480066
932,7,7,0.6469391701752688,0.6469391701752688
934,6,5,0.3373835181497076,0.09070167866403576
937,3,3,0.9907594128477815,0.9907594128477815
938,4,4,0.9852159298803058,0.9852159298803058
950,6,6,0.39376846139970223,0.39376846139970223
952,5,5,0.987087588316442,0.987087588316442
956,4,5,0.7464263258842769,0.07964830609325109
964,4,4,0.989089880897547,0.989089880897547
965,1,1,0.8770835499127773,0.8770835499127773
980,7,7,0.5141785243201872,0.5141785243201872
981,3,3,0.7164654345806897,0.7164654345806897
984,2,2,0.7901927030672957,0.7901927030672957
992,4,4,0.9794127303348374,0.9794127303348374
995,1,2,0.8184434548140558,0.13481675641734328
996,2,2,0.9557560527757105,0.9557560527757105
1005,5,5,0.9823622663740639,0.9823622663740639
1008,2,2,0.7932432952478938,0.7932432952478938
1009,2,1,0.7758823665012734,0.14678437995440516
1011,1,1,0.9668712307812172,0.9668712307812172
1015,6,6,0.37659538476224197,0.37659538476224197
1017,4,4,0.6774601946604917,0.6774601946604917
1024,2,1,0.6142872809398607,0.04668867855257754
1025,1,1,0.3675061254761464,0.3675061254761464
1026,3,3,0.9322310377591299,0.9322310377591299
1031,6,6,0.9781922452514681,0.9781922452514681
1034,5,5,0.9571568953065804,0.9571568953065804
1037,3,3,0.6497499259931722,0.6497499259931722
1038,6,3,0.31848057543825725,0.24638398657811533
1040,3,6,0.818444216601254,0.08976465672587487
1045,5,5,0.9298156068545638,0.9298156068545638
1046,1,1,0.8453013345812871,0.8453013345812871
1048,2,2,0.7776921385897408,0.7776921385897408
1049,1,1,0.945085166727459,0.945085166727459
1052,1,1,0.9481846126387877,0.9481846126387877
1053,4,4,0.9950917522781099,0.9950917522781099
1055,3,3,0.9720939796458595,0.9720939796458595
1059,2,2,0.9640174502721309,0.9640174502721309
1063,7,7,0.9830058976841193,0.9830058976841193
1080,2,2,0.7453011074944684,0.7453011074944684
1081,2,1,0.6616916667364694,0.2901660026082165
1106,1,1,0.9005266989119167,0.9005266989119167
1113,3,3,0.8454229398286599,0.8454229398286599
1117,3,5,0.46154043585650695,0.32416133423213866
1124,3,1,0.25080072418658444,0.1520494118447818
1125,3,3,0.4883628481991243,0.4883628481991243
1129,3,5,0.5688286354151476,0.2884145897149352
1130,3,2,0.6150316988646224,0.31364165742159855
1131,5,5,0.9621660423700747,0.9621660423700747
1137,4,4,0.9731889640262238,0.9731889640262238
1139,1,1,0.9254298774867097,0.9254298774867097
1145,7,7,0.9378748938003774,0.9378748938003774
1153,2,2,0.9908307358193319,0.9908307358193319
1156,1,1,0.9620830643673274,0.9620830643673274
1157,2,2,0.8312036325206857,0.8312036325206857
1165,5,5,0.9141847262587585,0.9141847262587585
1171,1,1,0.9790992840081743,0.9790992840081743
1172,5,5,0.9837578591254023,0.9837578591254023
1176,1,1,0.776864360023726,0.776864360023726
1179,3,3,0.8661591311745711,0.8661591311745711
1201,5,5,0.42610426354081704,0.42610426354081704
1205,2,2,0.9676676429045311,0.9676676429045311
1206,5,5,0.9525445440893834,0.9525445440893834
1214,3,3,0.36786191538402313,0.36786191538402313
1220,6,6,0.804611479299972,0.804611479299972
1227,6,6,0.8825500465654275,0.8825500465654275
1230,1,1,0.7756141146132233,0.7756141146132233
1232,1,1,0.7779260255926962,0.7779260255926962
1236,1,1,0.9851043427897933,0.9851043427897933
1242,7,7,0.9958462500887615,0.9958462500887615
1244,2,2,0.711960670320993,0.711960670320993
1247,7,7,0.9256938257863393,0.9256938257863393
1249,4,4,0.8211271199979704,0.8211271199979704
1254,1,1,0.8561434499667564,0.8561434499667564
1258,3,3,0.9861994361329612,0.9861994361329612
