id,True,Predicted,Confidence,TrueLabelProb
1,1,1,0.82,0.82
2,7,7,0.84,0.84
5,1,1,0.63,0.63
9,1,1,0.69,0.69
13,7,7,0.88,0.88
23,2,2,0.48,0.48
24,3,3,0.75,0.75
30,7,7,0.65,0.65
31,1,1,0.34,0.34
34,5,5,0.65,0.65
40,5,5,0.54,0.54
43,1,1,0.72,0.72
46,3,3,0.71,0.71
61,3,3,0.75,0.75
69,5,5,0.72,0.72
71,7,7,0.68,0.68
73,7,7,0.66,0.66
76,1,1,0.74,0.74
84,3,3,0.78,0.78
90,1,1,0.39,0.39
108,6,7,0.33,0.2
111,7,7,0.53,0.53
112,3,3,0.63,0.63
113,6,6,0.45,0.45
118,1,1,0.74,0.74
121,2,2,0.6,0.6
123,1,1,0.6,0.6
134,3,2,0.43,0.21
141,4,4,0.26,0.26
144,2,2,0.48,0.48
146,1,1,0.75,0.75
155,7,7,0.82,0.82
164,1,1,0.72,0.72
176,4,5,0.38,0.28
185,4,4,0.37,0.37
187,1,1,0.74,0.74
189,2,2,0.62,0.62
198,3,3,0.37,0.37
201,5,5,0.54,0.54
204,6,6,0.39,0.39
205,5,2,0.38,0.26
214,2,2,0.76,0.76
220,1,1,0.31,0.31
228,3,3,0.32,0.32
229,1,1,0.51,0.51
231,5,5,0.72,0.72
236,3,3,0.25,0.25
245,5,5,0.46,0.46
246,1,1,0.29,0.29
247,6,6,0.46,0.46
249,2,1,0.46,0.18
251,5,5,0.42,0.42
254,6,6,0.27,0.27
265,4,4,0.74,0.74
268,2,2,0.63,0.63
269,3,3,0.76,0.76
275,1,1,0.31,0.31
278,7,7,0.55,0.55
283,4,4,0.38,0.38
290,7,7,0.84,0.84
293,6,6,0.58,0.58
304,7,7,0.83,0.83
312,7,7,0.73,0.73
313,3,3,0.35,0.35
314,6,6,0.27,0.27
317,2,2,0.44,0.44
320,1,1,0.69,0.69
325,6,6,0.32,0.32
328,2,2,0.71,0.71
331,3,3,0.66,0.66
333,3,3,0.4,0.4
342,7,7,0.68,0.68
354,7,2,0.51,0.3
360,6,6,0.45,0.45
369,3,3,0.7,0.7
370,7,7,0.77,0.77
383,1,1,0.66,0.66
388,5,5,0.52,0.52
399,1,1,0.56,0.56
403,1,1,0.26,0.26
404,7,7,0.63,0.63
405,4,5,0.26,0.16
409,2,1,0.69,0.15
413,5,5,0.36,0.36
424,6,6,0.43,0.43
430,6,6,0.46,0.46
434,2,2,0.73,0.73
440,3,3,0.78,0.78
452,1,1,0.52,0.52
453,2,2,0.51,0.51
454,2,2,0.8,0.8
455,7,7,0.85,0.85
456,5,5,0.47,0.47
459,5,5,0.51,0.51
468,4,4,0.43,0.43
470,1,1,0.5,0.5
473,1,2,0.37,0.13
477,5,5,0.68,0.68
493,5,5,0.45,0.45
496,2,2,0.61,0.61
503,3,3,0.68,0.68
508,1,1,0.62,0.62
509,4,4,0.28,0.28
513,6,1,0.2,0.19
517,2,2,0.81,0.81
519,4,4,0.64,0.64
527,3,3,0.38,0.38
528,5,2,0.31,0.27
537,4,1,0.25,0.24
540,2,2,0.63,0.63
544,1,1,0.55,0.55
545,7,7,0.75,0.75
547,3,3,0.41,0.41
550,5,5,0.7,0.7
552,2,2,0.45,0.45
560,3,3,0.64,0.64
561,5,5,0.74,0.74
562,1,1,0.84,0.84
563,1,1,0.81,0.81
569,6,6,0.57,0.57
591,5,5,0.68,0.68
596,3,3,0.6,0.6
603,4,1,0.38,0.17
605,1,1,0.39,0.39
607,3,3,0.56,0.56
611,5,5,0.7,0.7
612,6,6,0.5,0.5
615,5,5,0.38,0.38
616,1,1,0.7,0.7
619,1,1,0.85,0.85
622,7,7,0.85,0.85
633,7,7,0.63,0.63
635,2,2,0.5,0.5
636,4,4,0.62,0.62
640,5,5,0.45,0.45
657,7,7,0.58,0.58
659,6,1,0.2,0.18
662,4,4,0.64,0.64
669,1,1,0.67,0.67
671,5,5,0.65,0.65
674,4,4,0.68,0.68
678,4,4,0.72,0.72
681,5,5,0.68,0.68
685,7,7,0.58,0.58
688,6,6,0.44,0.44
698,7,7,0.39,0.39
701,6,5,0.34,0.16
703,1,1,0.7,0.7
704,1,1,0.44,0.44
708,5,3,0.26,0.26
709,1,1,0.75,0.75
713,2,1,0.58,0.16
715,6,6,0.55,0.55
716,2,2,0.53,0.53
717,4,4,0.39,0.39
723,1,1,0.82,0.82
730,4,4,0.34,0.34
738,2,2,0.59,0.59
739,2,2,0.54,0.54
748,3,3,0.64,0.64
756,2,2,0.4,0.4
760,5,5,0.35,0.35
776,7,7,0.8,0.8
786,5,1,0.37,0.15
795,4,4,0.64,0.64
796,7,7,0.61,0.61
799,7,7,0.86,0.86
804,2,3,0.36,0.25
805,4,4,0.68,0.68
815,4,4,0.33,0.33
819,3,3,0.6,0.6
828,2,2,0.43,0.43
840,1,1,0.57,0.57
847,1,1,0.67,0.67
850,3,3,0.45,0.45
859,2,2,0.57,0.57
865,5,3,0.28,0.16
879,4,4,0.37,0.37
894,4,4,0.64,0.64
897,4,1,0.26,0.12
905,2,2,0.57,0.57
906,5,5,0.65,0.65
917,1,1,0.87,0.87
923,3,3,0.6,0.6
932,7,7,0.51,0.51
934,6,5,0.28,0.16
937,3,3,0.76,0.76
938,4,4,0.82,0.82
950,6,6,0.39,0.39
952,5,5,0.78,0.78
956,4,5,0.31,0.28
964,4,4,0.75,0.75
965,1,1,0.48,0.48
980,7,7,0.46,0.46
981,3,3,0.44,0.44
984,2,2,0.47,0.47
992,4,4,0.52,0.52
995,1,1,0.35,0.35
996,2,2,0.54,0.54
1005,5,5,0.6,0.6
1008,2,2,0.43,0.43
1009,2,1,0.53,0.14
1011,1,1,0.63,0.63
1015,6,1,0.24,0.23
1017,4,4,0.47,0.47
1024,2,1,0.5,0.2
1025,1,3,0.29,0.27
1026,3,3,0.46,0.46
1031,6,6,0.59,0.59
1034,5,5,0.61,0.61
1037,3,3,0.44,0.44
1038,6,1,0.24,0.19
1040,3,6,0.32,0.17
1045,5,5,0.63,0.63
1046,1,1,0.43,0.43
1048,2,2,0.53,0.53
1049,1,1,0.8,0.8
1052,1,1,0.73,0.73
1053,4,4,0.67,0.67
1055,3,3,0.5,0.5
1059,2,2,0.56,0.56
1063,7,7,0.75,0.75
1080,2,2,0.57,0.57
1081,2,1,0.63,0.09
1106,1,1,0.6,0.6
1113,3,3,0.64,0.64
1117,3,3,0.41,0.41
1124,3,7,0.28,0.23
1125,3,3,0.38,0.38
1129,3,3,0.45,0.45
1130,3,2,0.37,0.33
1131,5,5,0.65,0.65
1137,4,4,0.7,0.7
1139,1,1,0.64,0.64
1145,7,7,0.57,0.57
1153,2,2,0.68,0.68
1156,1,1,0.62,0.62
1157,2,2,0.59,0.59
1165,5,5,0.62,0.62
1171,1,1,0.82,0.82
1172,5,5,0.81,0.81
1176,1,1,0.5,0.5
1179,3,3,0.43,0.43
1201,5,3,0.31,0.22
1205,2,2,0.78,0.78
1206,5,5,0.58,0.58
1214,3,3,0.36,0.36
1220,6,6,0.42,0.42
1227,6,6,0.46,0.46
1230,1,1,0.45,0.45
1232,1,1,0.47,0.47
1236,1,1,0.84,0.84
1242,7,7,0.87,0.87
1244,2,2,0.53,0.53
1247,7,7,0.78,0.78
1249,4,2,0.33,0.24
1254,1,1,0.62,0.62
1258,3,3,0.79,0.79
1261,2,2,0.59,0.59
1264,3,2,0.3,0.27
