id,True,Predicted,Confidence,TrueLabelProb
1,1,1,0.8,0.8
2,7,7,0.7,0.7
5,1,1,0.8,0.8
9,1,1,0.9,0.9
13,7,7,0.8,0.8
23,2,2,0.8,0.8
24,3,3,0.6,0.6
30,7,7,0.9,0.9
31,1,5,0.4,0.2
34,5,5,0.9,0.9
40,5,5,0.7,0.7
43,1,1,0.8,0.8
46,3,1,0.5,0.5
61,3,3,0.8,0.8
69,5,5,0.8,0.8
71,7,7,0.9,0.9
73,7,7,0.7,0.7
76,1,1,0.8,0.8
84,3,3,0.9,0.9
90,1,1,0.8,0.8
108,6,6,0.7,0.7
111,7,7,0.6,0.6
112,3,3,0.8,0.8
113,6,7,0.6,0.3
118,1,1,0.8,0.8
121,2,2,0.7,0.7
123,1,1,0.8,0.8
134,3,3,0.4,0.4
141,4,5,0.4,0.3
144,2,6,0.4,0.2
146,1,1,0.9,0.9
155,7,7,1.0,1.0
164,1,1,0.9,0.9
176,4,4,0.4,0.4
185,4,6,0.4,0.3
187,1,1,1.0,1.0
189,2,2,0.4,0.4
198,3,3,0.7,0.7
201,5,5,0.9,0.9
204,6,6,0.8,0.8
205,5,5,0.5,0.5
214,2,2,0.7,0.7
220,1,1,0.9,0.9
228,3,3,0.5,0.5
229,1,1,0.6,0.6
231,5,5,0.8,0.8
236,3,3,0.4,0.4
245,5,5,0.4,0.4
246,1,3,0.4,0.3
247,6,6,0.7,0.7
249,2,1,0.8,0.2
251,5,5,0.5,0.5
254,6,2,0.3,0.2
265,4,5,0.6,0.4
268,2,2,0.4,0.4
269,3,3,1.0,1.0
275,1,6,0.5,0.1
278,7,7,0.9,0.9
283,4,5,0.3,0.2
290,7,7,1.0,1.0
293,6,6,0.7,0.7
304,7,7,0.7,0.7
312,7,7,0.7,0.7
313,3,6,0.3,0.2
314,6,3,0.4,0.1
317,2,7,0.5,0.1
320,1,1,0.9,0.9
325,6,6,0.5,0.5
328,2,2,0.9,0.9
331,3,3,0.7,0.7
333,3,1,0.6,0.3
342,7,6,0.5,0.5
354,7,2,0.7,0.3
360,6,6,0.6,0.6
369,3,3,0.4,0.4
370,7,7,0.6,0.6
383,1,1,0.8,0.8
388,5,4,0.5,0.4
399,1,1,0.7,0.7
403,1,7,0.3,0.2
404,7,7,1.0,1.0
405,4,5,0.6,0.4
409,2,1,0.8,0.1
413,5,5,0.4,0.4
424,6,7,0.5,0.4
430,6,7,0.5,0.4
434,2,2,1.0,1.0
440,3,3,0.4,0.4
452,1,1,0.4,0.4
453,2,2,0.6,0.6
454,2,2,0.8,0.8
455,7,7,1.0,1.0
456,5,5,0.9,0.9
459,5,5,0.8,0.8
468,4,4,0.6,0.6
470,1,2,0.4,0.3
473,1,1,0.7,0.7
477,5,5,0.7,0.7
493,5,5,0.7,0.7
496,2,2,0.6,0.6
503,3,3,0.9,0.9
508,1,1,0.6,0.6
509,4,5,0.4,0.3
513,6,6,0.6,0.6
517,2,2,0.9,0.9
519,4,4,0.9,0.9
527,3,5,0.8,0.1
528,5,2,0.4,0.3
537,4,5,0.3,0.2
540,2,2,0.8,0.8
544,1,1,0.6,0.6
545,7,7,0.8,0.8
547,3,3,0.7,0.7
550,5,5,1.0,1.0
552,2,2,0.7,0.7
560,3,3,0.7,0.7
561,5,5,0.7,0.7
562,1,1,0.8,0.8
563,1,1,0.5,0.5
569,6,6,0.4,0.4
591,5,5,1.0,1.0
596,3,3,1.0,1.0
603,4,5,0.4,0.1
605,1,1,0.8,0.8
607,3,3,0.8,0.8
611,5,5,0.8,0.8
612,6,7,0.6,0.3
615,5,5,0.7,0.7
616,1,1,0.8,0.8
619,1,1,0.7,0.7
622,7,7,0.7,0.7
633,7,6,0.5,0.5
635,2,2,0.9,0.9
636,4,4,0.9,0.9
640,5,5,0.8,0.8
657,7,7,0.7,0.7
659,6,1,0.6,0.0
662,4,4,0.6,0.6
669,1,1,1.0,1.0
671,5,5,0.7,0.7
674,4,4,0.9,0.9
678,4,4,0.8,0.8
681,5,5,0.9,0.9
685,7,2,0.4,0.4
688,6,6,0.8,0.8
698,7,7,0.4,0.4
701,6,5,0.9,0.0
703,1,1,0.7,0.7
704,1,1,0.8,0.8
708,5,5,0.9,0.9
709,1,1,0.9,0.9
713,2,1,0.5,0.4
715,6,6,0.8,0.8
716,2,2,0.9,0.9
717,4,4,0.6,0.6
723,1,1,0.9,0.9
730,4,4,0.3,0.3
738,2,2,0.8,0.8
739,2,5,0.4,0.3
748,3,3,0.5,0.5
756,2,6,0.4,0.1
760,5,5,0.5,0.5
776,7,7,0.9,0.9
786,5,1,0.3,0.2
795,4,5,0.8,0.2
796,7,7,1.0,1.0
799,7,7,0.8,0.8
804,2,2,0.5,0.5
805,4,4,0.8,0.8
815,4,4,0.9,0.9
819,3,3,0.7,0.7
828,2,2,0.8,0.8
840,1,1,0.4,0.4
847,1,1,0.7,0.7
850,3,3,0.6,0.6
859,2,2,0.9,0.9
865,5,3,0.3,0.1
879,4,5,0.4,0.3
894,4,4,0.9,0.9
897,4,4,0.4,0.4
905,2,2,0.9,0.9
906,5,5,1.0,1.0
917,1,1,0.9,0.9
923,3,3,0.7,0.7
932,7,7,0.6,0.6
934,6,5,0.4,0.1
937,3,3,0.9,0.9
938,4,4,0.9,0.9
950,6,6,0.9,0.9
952,5,5,0.6,0.6
956,4,5,0.5,0.3
964,4,4,1.0,1.0
965,1,1,0.7,0.7
980,7,6,0.7,0.2
981,3,7,0.4,0.2
984,2,2,0.7,0.7
992,4,4,0.5,0.5
995,1,2,0.6,0.4
996,2,2,0.8,0.8
1005,5,4,0.7,0.2
1008,2,2,0.5,0.5
1009,2,1,0.8,0.1
1011,1,1,1.0,1.0
1015,6,5,0.3,0.3
1017,4,1,0.4,0.4
1024,2,1,0.9,0.1
1025,1,5,0.4,0.2
1026,3,3,0.5,0.5
1031,6,6,0.5,0.5
1034,5,5,0.8,0.8
1037,3,5,0.4,0.3
1038,6,1,0.4,0.2
1040,3,6,0.4,0.2
1045,5,5,1.0,1.0
1046,1,1,0.8,0.8
1048,2,5,0.3,0.2
1049,1,1,0.8,0.8
1052,1,1,0.6,0.6
1053,4,4,0.8,0.8
1055,3,1,0.7,0.0
1059,2,7,0.5,0.2
1063,7,7,0.8,0.8
1080,2,2,0.6,0.6
1081,2,1,0.9,0.0
1106,1,1,0.8,0.8
1113,3,3,0.5,0.5
1117,3,2,0.3,0.3
1124,3,6,0.4,0.2
1125,3,7,0.4,0.1
1129,3,5,0.5,0.3
1130,3,2,0.6,0.3
1131,5,5,0.5,0.5
1137,4,4,1.0,1.0
1139,1,1,0.8,0.8
1145,7,6,0.6,0.4
1153,2,2,0.9,0.9
1156,1,1,0.7,0.7
1157,2,2,0.5,0.5
1165,5,5,0.9,0.9
1171,1,1,0.8,0.8
1172,5,5,0.8,0.8
1176,1,1,0.8,0.8
1179,3,1,0.8,0.1
1201,5,5,0.5,0.5
1205,2,2,0.9,0.9
1206,5,5,0.6,0.6
1214,3,3,0.5,0.5
1220,6,6,0.5,0.5
1227,6,7,0.6,0.3
1230,1,1,0.7,0.7
1232,1,2,0.5,0.4
1236,1,1,0.9,0.9
1242,7,7,1.0,1.0
1244,2,2,0.7,0.7
1247,7,7,0.9,0.9
1249,4,5,0.7,0.2
1254,1,1,1.0,1.0
1258,3,3,1.0,1.0
1261,2,2,0.7,0.7
1264,3,3,0.6,0.6
1269,2,1,0.7,0.2
1276,3,3,0.5,0.5
1279,2,2,0.8,0.8
1283,2,2,0.7,0.7
1284,6,6,0.5,0.5
1285,4,4,0.9,0.9
1290,6,1,0.7,0.1
1291,1,1,0.6,0.6
1302,1,1,1.0,1.0
1303,2,2,0.9,0.9
1304,7,7,1.0,1.0
1306,1,1,0.6,0.6
1307,5,5,1.0,1.0
1308,1,3,0.5,0.3
1310,3,3,0.9,0.9
1317,1,1,1.0,1.0
1320,2,5,0.6,0.0
1329,6,6,0.7,0.7
1330,2,2,1.0,1.0
1336,6,7,1.0,0.0
1339,5,5,0.8,0.8
1341,3,3,0.3,0.3
1347,6,6,0.5,0.5
1348,3,3,0.5,0.5
1357,2,1,0.9,0.1
1360,7,2,0.8,0.1
1361,3,3,0.4,0.4
1369,3,3,0.6,0.6
1370,4,4,0.3,0.3
1378,4,1,0.7,0.0
1382,2,2,0.8,0.8
1387,2,2,0.9,0.9
1392,1,1,0.3,0.3
1418,7,7,1.0,1.0
1421,1,1,0.9,0.9
1424,1,3,0.5,0.0
1427,1,1,0.8,0.8
1431,3,3,0.7,0.7
1434,4,1,0.5,0.4
1438,1,1,0.9,0.9
1444,1,3,0.4,0.1
1449,2,2,0.9,0.9
1459,1,1,0.4,0.4
1465,4,4,0.8,0.8
1484,7,7,1.0,1.0
1486,4,5,0.6,0.3
1491,2,2,0.9,0.9
