id,True,Predicted,Confidence,TrueLabelProb
1,1,1,0.9646019209259029,0.9646019209259029
2,7,7,0.9741600541699872,0.9741600541699872
5,1,1,0.9320074150221545,0.9320074150221545
9,1,1,0.9412934343084624,0.9412934343084624
13,7,7,0.9709115022200892,0.9709115022200892
23,2,2,0.9375324288705885,0.9375324288705885
24,3,3,0.9725015313540676,0.9725015313540676
30,7,7,0.887430504536252,0.887430504536252
31,1,1,0.6857894606366236,0.6857894606366236
34,5,5,0.9585339099648729,0.9585339099648729
40,5,5,0.9728379205697864,0.9728379205697864
43,1,1,0.9359834349670669,0.9359834349670669
46,3,3,0.9967296095225179,0.9967296095225179
61,3,3,0.9671441096845989,0.9671441096845989
69,5,5,0.9464421934137427,0.9464421934137427
71,7,7,0.8683803918571054,0.8683803918571054
73,7,7,0.8510113827648421,0.8510113827648421
76,1,1,0.8678027563682397,0.8678027563682397
84,3,3,0.9885113785616395,0.9885113785616395
90,1,1,0.8967479345684726,0.8967479345684726
108,6,7,0.38538227363534455,0.3185322516397353
111,7,7,0.8409186939930573,0.8409186939930573
112,3,3,0.9963193087966943,0.9963193087966943
113,6,6,0.9806686996585374,0.9806686996585374
118,1,1,0.8743596262228996,0.8743596262228996
121,2,2,0.9185729783357119,0.9185729783357119
123,1,1,0.904600857878073,0.904600857878073
134,3,2,0.6605922667273638,0.026364197067212734
141,4,4,0.7321289628043962,0.7321289628043962
144,2,2,0.7905201639912804,0.7905201639912804
146,1,1,0.9930655337816469,0.9930655337816469
155,7,7,0.9966862315250637,0.9966862315250637
164,1,1,0.9574679106407054,0.9574679106407054
176,4,5,0.44908936771790503,0.40437665007231727
185,4,4,0.8142682236813884,0.8142682236813884
187,1,1,0.9496271076422174,0.9496271076422174
189,2,2,0.8990893263815202,0.8990893263815202
198,3,3,0.7675113956978045,0.7675113956978045
201,5,5,0.5003501330858674,0.5003501330858674
204,6,6,0.8369143138595152,0.8369143138595152
205,5,5,0.8749780228855533,0.8749780228855533
214,2,2,0.939698320489536,0.939698320489536
220,1,1,0.6901210195992212,0.6901210195992212
228,3,3,0.9397557821158348,0.9397557821158348
229,1,1,0.8033657625200625,0.8033657625200625
231,5,5,0.9791943605025455,0.9791943605025455
236,3,3,0.5592901190357864,0.5592901190357864
245,5,5,0.7611846266604094,0.7611846266604094
246,1,1,0.44336822310269725,0.44336822310269725
247,6,6,0.9778577285091441,0.9778577285091441
249,2,1,0.7655951976863096,0.08106704260780442
251,5,5,0.981506803799565,0.981506803799565
254,6,6,0.8497658597520558,0.8497658597520558
265,4,4,0.9894514455449537,0.9894514455449537
268,2,2,0.8882381695289127,0.8882381695289127
269,3,3,0.9580340253665709,0.9580340253665709
275,1,1,0.6891616916285105,0.6891616916285105
278,7,7,0.8237572673783503,0.8237572673783503
283,4,4,0.6310360879073709,0.6310360879073709
290,7,7,0.9952835420046126,0.9952835420046126
293,6,6,0.8219136825374899,0.8219136825374899
304,7,7,0.9869809236411237,0.9869809236411237
312,7,7,0.9662895097632987,0.9662895097632987
313,3,3,0.9924904803862589,0.9924904803862589
314,6,6,0.5934258522165883,0.5934258522165883
317,2,7,0.6732866759333846,0.1564899401155154
320,1,1,0.9595675873640106,0.9595675873640106
325,6,6,0.8473495616963879,0.8473495616963879
328,2,2,0.9138109573594899,0.9138109573594899
331,3,3,0.8034629270586805,0.8034629270586805
333,3,3,0.8666651416836803,0.8666651416836803
342,7,7,0.9370072208366154,0.9370072208366154
354,7,7,0.734348361452468,0.734348361452468
360,6,6,0.7323584687245276,0.7323584687245276
369,3,3,0.6424167619429962,0.6424167619429962
370,7,7,0.9919630190007348,0.9919630190007348
383,1,1,0.5911039798525255,0.5911039798525255
388,5,5,0.9673771125790891,0.9673771125790891
399,1,1,0.8889238191000557,0.8889238191000557
403,1,1,0.6691322348888574,0.6691322348888574
404,7,7,0.9674126382693107,0.9674126382693107
405,4,4,0.3889062037633032,0.3889062037633032
409,2,1,0.7929370151676522,0.14529506634463132
413,5,2,0.4192946294755826,0.3955802052117323
424,6,6,0.892378785890952,0.892378785890952
430,6,6,0.8885401178939983,0.8885401178939983
434,2,2,0.9826355800814416,0.9826355800814416
440,3,3,0.9952006224481362,0.9952006224481362
452,1,1,0.7520934719196817,0.7520934719196817
453,2,2,0.8213199587339216,0.8213199587339216
454,2,2,0.9940912348343831,0.9940912348343831
455,7,7,0.9957985601167332,0.9957985601167332
456,5,5,0.818144265704066,0.818144265704066
459,5,5,0.934923245353841,0.934923245353841
468,4,4,0.8801780746229417,0.8801780746229417
470,1,1,0.9630119811195829,0.9630119811195829
473,1,2,0.8091972199743813,0.16442698549636123
477,5,5,0.8908791069455017,0.8908791069455017
493,5,5,0.9052844798560373,0.9052844798560373
496,2,2,0.9232607040281179,0.9232607040281179
503,3,3,0.9905271411604812,0.9905271411604812
508,1,1,0.9523481017757175,0.9523481017757175
509,4,4,0.36920450507348357,0.36920450507348357
513,6,2,0.4316849110716119,0.20549077701717205
517,2,2,0.984880829716033,0.984880829716033
519,4,4,0.8998638623289491,0.8998638623289491
527,3,3,0.9902766820767843,0.9902766820767843
528,5,5,0.6177924111759633,0.6177924111759633
537,4,4,0.41274674568462627,0.41274674568462627
540,2,2,0.9290048445809523,0.9290048445809523
544,1,1,0.9163594091964923,0.9163594091964923
545,7,7,0.9931360818963053,0.9931360818963053
547,3,3,0.5354530601512233,0.5354530601512233
550,5,5,0.852202662437119,0.852202662437119
552,2,2,0.7923638025128755,0.7923638025128755
560,3,3,0.8692606651166047,0.8692606651166047
561,5,5,0.9713128229052976,0.9713128229052976
562,1,1,0.9802690551035799,0.9802690551035799
563,1,1,0.9469936591955559,0.9469936591955559
569,6,6,0.839178076074988,0.839178076074988
591,5,5,0.8659512690863035,0.8659512690863035
596,3,3,0.858156904956645,0.858156904956645
603,4,1,0.4350491387052967,0.1316952313925404
605,1,1,0.5113746118385784,0.5113746118385784
607,3,3,0.811859287217754,0.811859287217754
611,5,5,0.9611706732098697,0.9611706732098697
612,6,3,0.3623644670332221,0.29798788517849256
615,5,5,0.8797766009931414,0.8797766009931414
616,1,1,0.9564312188901938,0.9564312188901938
619,1,1,0.9883144523683992,0.9883144523683992
622,7,7,0.9832794215164863,0.9832794215164863
633,7,7,0.9640741112557665,0.9640741112557665
635,2,2,0.979092916308153,0.979092916308153
636,4,4,0.9932621594307699,0.9932621594307699
640,5,5,0.9301694647646994,0.9301694647646994
657,7,7,0.9440639841548351,0.9440639841548351
659,6,6,0.3266388168479096,0.3266388168479096
662,4,4,0.9800649491024386,0.9800649491024386
669,1,1,0.9310464916964266,0.9310464916964266
671,5,5,0.960677049688293,0.960677049688293
674,4,4,0.9860493690453012,0.9860493690453012
678,4,4,0.9851501509290441,0.9851501509290441
681,5,5,0.9826447183325011,0.9826447183325011
685,7,7,0.9203058990777006,0.9203058990777006
688,6,6,0.9343830304503966,0.9343830304503966
698,7,7,0.9345382575405743,0.9345382575405743
701,6,5,0.35726211149774334,0.1589450904100931
703,1,1,0.9457412989252256,0.9457412989252256
704,1,1,0.7928143734383084,0.7928143734383084
708,5,3,0.5481014765390622,0.3691462782132264
709,1,1,0.9924576877473839,0.9924576877473839
713,2,1,0.8839730754982865,0.07020691474123944
715,6,6,0.9825808618204875,0.9825808618204875
716,2,2,0.8497755587229759,0.8497755587229759
717,4,4,0.9408123420209734,0.9408123420209734
723,1,1,0.9566031836261286,0.9566031836261286
730,4,1,0.6015004592103287,0.23704505443667628
738,2,2,0.9277523287661565,0.9277523287661565
739,2,2,0.8453815304762526,0.8453815304762526
748,3,3,0.9846150530878554,0.9846150530878554
756,2,2,0.7686803589457867,0.7686803589457867
760,5,5,0.5949380485583908,0.5949380485583908
776,7,7,0.995180846625228,0.995180846625228
786,5,5,0.45198939971485175,0.45198939971485175
795,4,4,0.9531199450392419,0.9531199450392419
796,7,7,0.8893721296778139,0.8893721296778139
799,7,7,0.9882260458058223,0.9882260458058223
804,2,3,0.4936470857689751,0.38063393254479655
805,4,4,0.9433578416055667,0.9433578416055667
815,4,4,0.38132456559929906,0.38132456559929906
819,3,3,0.9836234189986578,0.9836234189986578
828,2,2,0.6239754671649826,0.6239754671649826
840,1,1,0.5388707953148593,0.5388707953148593
847,1,1,0.954762225194913,0.954762225194913
850,3,3,0.7427580231448984,0.7427580231448984
859,2,2,0.9273857784840248,0.9273857784840248
865,5,2,0.6109875506996297,0.013695277362130383
879,4,4,0.6942208919886166,0.6942208919886166
894,4,4,0.9902036654994997,0.9902036654994997
897,4,1,0.5011460357862407,0.08342416249470669
905,2,2,0.9690960065168464,0.9690960065168464
906,5,5,0.9809874127298289,0.9809874127298289
917,1,1,0.9877930288347404,0.9877930288347404
923,3,3,0.9721161869177877,0.9721161869177877
932,7,7,0.6652713819755454,0.6652713819755454
934,6,5,0.32535265579813777,0.09574029401286861
937,3,3,0.9902186730136538,0.9902186730136538
938,4,4,0.984494704110076,0.984494704110076
950,6,6,0.35945612662220666,0.35945612662220666
952,5,5,0.9857398771975157,0.9857398771975157
956,4,5,0.7291681247017396,0.08530805414145873
964,4,4,0.9897671294678512,0.9897671294678512
965,1,1,0.8755773380629576,0.8755773380629576
980,7,7,0.49891129871449597,0.49891129871449597
981,3,3,0.7191398393745373,0.7191398393745373
984,2,2,0.7993128698973115,0.7993128698973115
992,4,4,0.970225949739924,0.970225949739924
995,1,2,0.8179491759318731,0.1378176786389919
996,2,2,0.9512647581584578,0.9512647581584578
1005,5,5,0.9848633871663822,0.9848633871663822
1008,2,2,0.7896171837445958,0.7896171837445958
1009,2,1,0.7584803076800504,0.16476574960874946
1011,1,1,0.9691275648456137,0.9691275648456137
1015,6,4,0.3948558065284822,0.3341550739114325
1017,4,4,0.605049174884525,0.605049174884525
1024,2,1,0.6318932987388065,0.0378136023665016
1025,1,1,0.36902512035493756,0.36902512035493756
1026,3,3,0.9223016592850456,0.9223016592850456
1031,6,6,0.9775847237376887,0.9775847237376887
1034,5,5,0.9514449683248666,0.9514449683248666
1037,3,3,0.6460045713949631,0.6460045713949631
1038,6,3,0.30152740365666797,0.2791688265265516
1040,3,6,0.840960771521406,0.07899092865807507
1045,5,5,0.8891704730624727,0.8891704730624727
1046,1,1,0.8675263609924413,0.8675263609924413
1048,2,2,0.7524365982547252,0.7524365982547252
1049,1,1,0.9626460670381513,0.9626460670381513
1052,1,1,0.9550252182365407,0.9550252182365407
1053,4,4,0.9945614377592144,0.9945614377592144
1055,3,3,0.974730729281256,0.974730729281256
1059,2,2,0.9635485536415876,0.9635485536415876
1063,7,7,0.9798018878271659,0.9798018878271659
1080,2,2,0.7149115018948071,0.7149115018948071
1081,2,1,0.7037825162671983,0.24461838154392992
1106,1,1,0.880702070342869,0.880702070342869
1113,3,3,0.8788103352074605,0.8788103352074605
1117,3,5,0.4438504122606012,0.3418053834103786
1124,3,1,0.26881521075218234,0.1590531635159726
1125,3,2,0.4484173742180336,0.44180356498355977
1129,3,5,0.5382473884657034,0.3322901919420488
1130,3,2,0.5886316284684866,0.32436162034307964
1131,5,5,0.9635653918693188,0.9635653918693188
1137,4,4,0.9746330314350218,0.9746330314350218
1139,1,1,0.9394839898400988,0.9394839898400988
1145,7,7,0.9416416881946456,0.9416416881946456
1153,2,2,0.9935546835871532,0.9935546835871532
1156,1,1,0.9652055520162293,0.9652055520162293
1157,2,2,0.8515292101787535,0.8515292101787535
1165,5,5,0.9124065128468506,0.9124065128468506
1171,1,1,0.9790277073625581,0.9790277073625581
