id,True,Predicted,Confidence,TrueLabelProb,LowConfidence,SetPrediction,PossibleMislabel
1,1,1,0.6909392934104405,0.6909392934104405,False,False,False
2,7,7,0.9937770122376305,0.9937770122376305,False,False,False
5,1,1,0.8779641472669937,0.8779641472669937,False,False,False
9,1,1,0.8429567827976768,0.8429567827976768,False,False,False
13,7,7,0.9489098576671502,0.9489098576671502,False,False,False
23,2,2,0.8994538760492856,0.8994538760492856,False,False,False
24,3,3,0.9920418135491413,0.9920418135491413,False,False,False
30,7,7,0.961247863100128,0.961247863100128,False,False,False
31,1,1,0.5530299682438985,0.5530299682438985,False,False,False
34,5,5,0.9927447103995467,0.9927447103995467,False,False,False
40,5,5,0.9135025857300294,0.9135025857300294,False,False,False
43,1,1,0.6804601483235906,0.6804601483235906,False,False,False
46,3,3,0.9945145237508294,0.9945145237508294,False,False,False
61,3,3,0.9599204396008354,0.9599204396008354,False,False,False
69,5,5,0.9816910602138583,0.9816910602138583,False,False,False
71,7,7,0.9936176638135811,0.9936176638135811,False,False,False
73,7,7,0.9225001814997532,0.9225001814997532,False,False,False
76,1,1,0.6291891272272496,0.6291891272272496,False,False,False
84,3,3,0.9998000818952657,0.9998000818952657,False,False,False
90,1,1,0.4950827243042593,0.4950827243042593,True,True,False
108,6,2,0.32022857370708724,0.2826304675722862,True,True,False
111,7,7,0.9308686571422892,0.9308686571422892,False,False,False
112,3,3,0.9995992563255388,0.9995992563255388,False,False,False
113,6,6,0.9725666807110984,0.9725666807110984,False,False,False
118,1,1,0.5898853096986084,0.5898853096986084,False,False,False
121,2,7,0.5414174949561151,0.3790233753879116,False,False,False
123,1,1,0.7775926402807827,0.7775926402807827,False,False,False
134,3,3,0.410518005113658,0.410518005113658,True,True,False
141,4,4,0.5250527903393633,0.5250527903393633,False,False,False
144,2,2,0.8143886701789278,0.8143886701789278,False,False,False
146,1,1,0.8080450347405592,0.8080450347405592,False,False,False
155,7,7,0.942966369735292,0.942966369735292,False,False,False
164,1,1,0.8943923973525045,0.8943923973525045,False,False,False
176,4,5,0.4638624834603132,0.11439465775549114,True,True,True
185,4,4,0.7094779427082453,0.7094779427082453,False,False,False
187,1,1,0.9722401451659287,0.9722401451659287,False,False,False
189,2,2,0.7323670906162199,0.7323670906162199,False,False,False
198,3,3,0.9435447876152031,0.9435447876152031,False,False,False
201,5,5,0.9848122829563045,0.9848122829563045,False,False,False
204,6,6,0.7908848567798177,0.7908848567798177,False,False,False
205,5,5,0.977418871981124,0.977418871981124,False,False,False
214,2,2,0.9635249438016497,0.9635249438016497,False,False,False
220,1,1,0.777440554605157,0.777440554605157,False,False,False
228,3,3,0.9751975969677915,0.9751975969677915,False,False,False
229,1,1,0.711125780118541,0.711125780118541,False,False,False
231,5,5,0.9924561344332316,0.9924561344332316,False,False,False
236,3,3,0.7831939500950804,0.7831939500950804,False,False,False
245,5,5,0.984669021240926,0.984669021240926,False,False,False
246,1,1,0.38774724788485077,0.38774724788485077,True,True,False
247,6,6,0.8551425666236874,0.8551425666236874,False,False,False
