id,True,Predicted,Confidence,TrueLabelProb,LowConfidence,SetPrediction,PossibleMislabel
1,1,1,0.8147172511670271,0.8147172511670271,False,False,False
2,7,7,0.9366111789415681,0.9366111789415681,False,False,False
5,1,1,0.9513025019173713,0.9513025019173713,False,False,False
9,1,1,0.7533076608873899,0.7533076608873899,False,False,False
13,7,7,0.9773381154504347,0.9773381154504347,False,False,False
23,2,2,0.8051101298263502,0.8051101298263502,False,False,False
24,3,3,0.9662136718956111,0.9662136718956111,False,False,False
30,7,7,0.9829816105135947,0.9829816105135947,False,False,False
31,1,2,0.8152105285413576,0.11190512326784278,False,False,True
34,5,5,0.7258180923893953,0.7258180923893953,False,False,False
40,5,5,0.5924092168475555,0.5924092168475555,False,False,False
43,1,1,0.6227475256051606,0.6227475256051606,False,False,False
46,3,3,0.9122746417368671,0.9122746417368671,False,False,False
61,3,3,0.9090421213928681,0.9090421213928681,False,False,False
69,5,5,0.9902203832185899,0.9902203832185899,False,False,False
71,7,7,0.9758471324956564,0.9758471324956564,False,False,False
73,7,7,0.8111416466838778,0.8111416466838778,False,False,False
76,1,1,0.538439862574036,0.538439862574036,False,False,False
84,3,3,0.9952327274806987,0.9952327274806987,False,False,False
90,1,1,0.46237576984811496,0.46237576984811496,True,True,False
108,6,2,0.3141888880679005,0.22062684850022976,True,True,False
111,7,7,0.5068724207185586,0.5068724207185586,False,False,False
112,3,3,0.9842681448044031,0.9842681448044031,False,False,False
113,6,6,0.8435298592205145,0.8435298592205145,False,False,False
118,1,1,0.9243386232355644,0.9243386232355644,False,False,False
121,2,2,0.8983644014484047,0.8983644014484047,False,False,False
123,1,1,0.6032915578582562,0.6032915578582562,False,False,False
134,3,5,0.5223783491298286,0.1139451618795258,False,False,True
141,4,2,0.5583976390817464,0.14211109510624362,False,False,True
144,2,2,0.8130500397969167,0.8130500397969167,False,False,False
146,1,1,0.8326615036533876,0.8326615036533876,False,False,False
155,7,7,0.949956582283417,0.949956582283417,False,False,False
164,1,1,0.5336423355237997,0.5336423355237997,False,False,False
176,4,6,0.4171039701513519,0.07324599821488094,True,True,True
185,4,4,0.35278966561620984,0.35278966561620984,True,True,False
187,1,1,0.8271781055322484,0.8271781055322484,False,False,False
189,2,2,0.7429561241201119,0.7429561241201119,False,False,False
198,3,3,0.7801888473596705,0.7801888473596705,False,False,False
201,5,5,0.9147935813379804,0.9147935813379804,False,False,False
204,6,6,0.706017677162159,0.706017677162159,False,False,False
205,5,5,0.47348278687514544,0.47348278687514544,True,True,False
214,2,2,0.9483368598961495,0.9483368598961495,False,False,False
