id,True,Predicted,Confidence,TrueLabelProb,LowConfidence,SetPrediction,PossibleMislabel
1,1,1,0.285802236109856,0.285802236109856,True,True,False
2,7,7,0.42588011515213064,0.42588011515213064,True,True,False
5,1,1,0.4266337590104599,0.4266337590104599,True,True,False
9,1,7,0.24491558017386406,0.19532481550134545,True,True,True
13,7,7,0.5820562167253048,0.5820562167253048,False,False,False
23,2,2,0.38057714918561614,0.38057714918561614,True,True,False
24,3,3,0.4724393402904255,0.4724393402904255,True,True,False
30,7,7,0.42756179471398237,0.42756179471398237,True,True,False
31,1,1,0.2985550023018126,0.2985550023018126,True,True,False
34,5,5,0.37431785962379116,0.37431785962379116,True,True,False
40,5,5,0.3396709659056175,0.3396709659056175,True,True,False
43,1,1,0.31790537192778967,0.31790537192778967,True,True,False
46,3,3,0.3657811976872383,0.3657811976872383,True,True,False
61,3,3,0.3405275594168446,0.3405275594168446,True,True,False
69,5,5,0.5421414727618558,0.5421414727618558,False,False,False
71,7,7,0.4756055041184132,0.4756055041184132,True,True,False
73,7,7,0.3589634227800865,0.3589634227800865,True,True,False
76,1,1,0.2563992427070248,0.2563992427070248,True,True,False
84,3,3,0.5584146596903704,0.5584146596903704,False,False,False
90,1,1,0.26901692899121094,0.26901692899121094,True,True,False
108,6,7,0.22353884975920657,0.17307237001653214,True,True,True
111,7,7,0.3286517410270611,0.3286517410270611,True,True,False
112,3,3,0.4877919488199384,0.4877919488199384,True,True,False
113,6,6,0.2647331693834894,0.2647331693834894,True,True,False
118,1,1,0.36143794079235325,0.36143794079235325,True,True,False
121,2,7,0.3368009806900325,0.2606847383048135,True,True,False
123,1,1,0.3813833597630585,0.3813833597630585,True,True,False
134,3,5,0.2969957839669582,0.18577841529389233,True,True,True
141,4,4,0.23412744015045095,0.23412744015045095,True,True,False
144,2,2,0.38578160349804685,0.38578160349804685,True,True,False
146,1,1,0.2993056152286072,0.2993056152286072,True,True,False
155,7,7,0.3766885566562449,0.3766885566562449,True,True,False
164,1,1,0.32543472997327255,0.32543472997327255,True,True,False
176,4,1,0.23518556322172401,0.1608975300325865,True,True,True
185,4,4,0.2621019530455361,0.2621019530455361,True,True,False
187,1,1,0.47681091320763597,0.47681091320763597,True,True,False
189,2,2,0.2809202293180688,0.2809202293180688,True,True,False
198,3,3,0.32045297044615134,0.32045297044615134,True,True,False
201,5,5,0.5185554611802505,0.5185554611802505,False,False,False
204,6,7,0.38314577260179405,0.18185359228586181,True,True,True
205,5,5,0.2891615059218728,0.2891615059218728,True,True,False
214,2,2,0.4195360689799599,0.4195360689799599,True,True,False
220,1,1,0.32717558820348625,0.32717558820348625,True,True,False
228,3,3,0.4239442653384352,0.4239442653384352,True,True,False
229,1,1,0.25970845359986283,0.25970845359986283,True,True,False
231,5,5,0.5198975761356378,0.5198975761356378,False,False,False
236,3,3,0.278972129854801,0.278972129854801,True,True,False
245,5,5,0.4385134916449473,0.4385134916449473,True,True,False
246,1,3,0.2836049280786823,0.18567886262223532,True,True,True
247,6,7,0.23254874093801983,0.20110475703336494,True,True,False
249,2,4,0.26176100755799697,0.1267945989465668,True,True,True
251,5,5,0.4916392908969175,0.4916392908969175,True,True,False
254,6,2,0.22660001084245246,0.21322279498640714,True,True,False
265,4,4,0.44840148162672494,0.44840148162672494,True,True,False
268,2,2,0.3541429337184124,0.3541429337184124,True,True,False
269,3,3,0.4149014215243524,0.4149014215243524,True,True,False
275,1,6,0.3464498230350476,0.12326388249904137,True,True,True
278,7,7,0.39465055665465626,0.39465055665465626,True,True,False
283,4,4,0.17332880414417084,0.17332880414417084,True,True,False
290,7,7,0.5327452864159696,0.5327452864159696,False,False,False
293,6,6,0.36401708538209493,0.36401708538209493,True,True,False
304,7,7,0.5171072233065354,0.5171072233065354,False,False,False
312,7,7,0.49391654538151675,0.49391654538151675,True,True,False
313,3,3,0.4065898599643068,0.4065898599643068,True,True,False
314,6,5,0.27804641788003803,0.13720081958958236,True,True,True
317,2,2,0.2805521424085426,0.2805521424085426,True,True,False
320,1,1,0.37731536615529915,0.37731536615529915,True,True,False
325,6,6,0.23284998257206688,0.23284998257206688,True,True,False
328,2,2,0.4235676665045051,0.4235676665045051,True,True,False
