id,True,Predicted,Confidence,TrueLabelProb,LowConfidence,SetPrediction,PossibleMislabel
1,1,1,0.9999810879213857,0.9999810879213857,False,False,False
2,7,7,0.9999821688060911,0.9999821688060911,False,False,False
5,1,1,0.9999999745438923,0.9999999745438923,False,False,False
9,1,1,0.9999997981396348,0.9999997981396348,False,False,False
13,7,7,0.9999967248329202,0.9999967248329202,False,False,False
23,2,2,0.9955902994678455,0.9955902994678455,False,False,False
24,3,3,0.9999990738941708,0.9999990738941708,False,False,False
30,7,7,0.9999849304052488,0.9999849304052488,False,False,False
31,1,1,0.8097468611807381,0.8097468611807381,False,False,False
34,5,5,0.9998939261016861,0.9998939261016861,False,False,False
40,5,5,0.9985026454911944,0.9985026454911944,False,False,False
43,1,1,0.9999055727649596,0.9999055727649596,False,False,False
46,3,3,0.999995156894743,0.999995156894743,False,False,False
61,3,3,0.9999615837219836,0.9999615837219836,False,False,False
69,5,5,0.9996631485658272,0.9996631485658272,False,False,False
71,7,7,0.9999999670047239,0.9999999670047239,False,False,False
73,7,7,0.9987002870368632,0.9987002870368632,False,False,False
76,1,1,0.9995710883305214,0.9995710883305214,False,False,False
84,3,3,0.9999999999992213,0.9999999999992213,False,False,False
90,1,1,0.9848796599557207,0.9848796599557207,False,False,False
108,6,2,0.689181937376538,0.06724009890300327,False,False,True
111,7,7,0.9999978756655483,0.9999978756655483,False,False,False
112,3,3,0.9999999994989819,0.9999999994989819,False,False,False
113,6,6,0.998876163350513,0.998876163350513,False,False,False
118,1,1,0.9856513692355181,0.9856513692355181,False,False,False
121,2,2,0.7410452106701524,0.7410452106701524,False,False,False
123,1,1,0.9999734261268223,0.9999734261268223,False,False,False
134,3,2,0.6725604542960901,0.19220167919613657,False,False,True
141,4,2,0.6809244172939106,0.204931266123799,False,False,False
144,2,2,0.9990051017245766,0.9990051017245766,False,False,False
146,1,1,0.9999990957342796,0.9999990957342796,False,False,False
155,7,7,0.9999979042838163,0.9999979042838163,False,False,False
164,1,1,0.9996051135601489,0.9996051135601489,False,False,False
176,4,5,0.6497691198903498,0.20145020714085526,False,False,False
185,4,4,0.7573825181645415,0.7573825181645415,False,False,False
187,1,1,0.999997991702118,0.999997991702118,False,False,False
189,2,2,0.9664353602512255,0.9664353602512255,False,False,False
198,3,3,0.9997288783538131,0.9997288783538131,False,False,False
201,5,5,0.9999296571989801,0.9999296571989801,False,False,False
204,6,6,0.8294895521589091,0.8294895521589091,False,False,False
205,5,5,0.7407894228134673,0.7407894228134673,False,False,False
214,2,2,0.9908074798732364,0.9908074798732364,False,False,False
220,1,1,0.8320795632663912,0.8320795632663912,False,False,False
228,3,3,0.999871695508646,0.999871695508646,False,False,False
229,1,1,0.9999247173559725,0.9999247173559725,False,False,False
231,5,5,0.9993795046420506,0.9993795046420506,False,False,False
236,3,3,0.9615562993736868,0.9615562993736868,False,False,False
245,5,5,0.9986324253640776,0.9986324253640776,False,False,False
246,1,3,0.7651496845389266,0.21637210272664067,False,False,False
247,6,6,0.9798924010098435,0.9798924010098435,False,False,False
249,2,1,0.9816173892717317,0.01747154061229278,False,False,True
251,5,5,0.9999926291794492,0.9999926291794492,False,False,False
254,6,6,0.6634723420666773,0.6634723420666773,False,False,False
265,4,4,0.9999380209765576,0.9999380209765576,False,False,False
268,2,2,0.9939915033153724,0.9939915033153724,False,False,False
269,3,3,0.9999999964452624,0.9999999964452624,False,False,False
275,1,6,0.8907588267002875,0.0006201959427216186,False,False,True
278,7,7,0.998430547187502,0.998430547187502,False,False,False
283,4,4,0.47550867323289314,0.47550867323289314,True,True,False
290,7,7,0.999999999985171,0.999999999985171,False,False,False
293,6,6,0.9823590010914031,0.9823590010914031,False,False,False
304,7,7,0.9999803500413718,0.9999803500413718,False,False,False
312,7,7,0.9999274320114248,0.9999274320114248,False,False,False
313,3,3,0.9996957584604323,0.9996957584604323,False,False,False
314,6,4,0.7897988928228913,0.026589356312985788,False,False,True
317,2,2,0.9056194313601851,0.9056194313601851,False,False,False
320,1,1,0.999613271831318,0.999613271831318,False,False,False
325,6,6,0.9705218366505451,0.9705218366505451,False,False,False
328,2,2,0.9999745955738542,0.9999745955738542,False,False,False
331,3,3,0.9991388384714393,0.9991388384714393,False,False,False
333,3,3,0.9746210331934103,0.9746210331934103,False,False,False
342,7,7,0.9483400178026985,0.9483400178026985,False,False,False
354,7,2,0.966229544798486,0.031188106434796983,False,False,True
360,6,6,0.9999623108277618,0.9999623108277618,False,False,False
369,3,3,0.9999650206175338,0.9999650206175338,False,False,False
370,7,7,0.9999938053757774,0.9999938053757774,False,False,False
383,1,1,0.9999989883872245,0.9999989883872245,False,False,False
388,5,5,0.9305335256864206,0.9305335256864206,False,False,False
399,1,1,0.9913906394726112,0.9913906394726112,False,False,False
403,1,6,0.9026108201387637,0.00822845687840489,False,False,True
404,7,7,0.9999999874535374,0.9999999874535374,False,False,False
405,4,4,0.6870373708968744,0.6870373708968744,False,False,False
409,2,1,0.9999994678090433,3.238102640058752e-07,False,False,True
413,5,5,0.9578491949425052,0.9578491949425052,False,False,False
424,6,6,0.9999864739697698,0.9999864739697698,False,False,False
430,6,6,0.9999091270263593,0.9999091270263593,False,False,False
434,2,2,0.9999722327750141,0.9999722327750141,False,False,False
440,3,3,0.9999992011658165,0.9999992011658165,False,False,False
452,1,1,0.9999969720655117,0.9999969720655117,False,False,False
453,2,2,0.7374075087538147,0.7374075087538147,False,False,False
454,2,2,0.564274743122817,0.564274743122817,False,False,False
455,7,7,0.9999999783505082,0.9999999783505082,False,False,False
456,5,5,0.8568396384637286,0.8568396384637286,False,False,False
459,5,5,0.9999436193721243,0.9999436193721243,False,False,False
468,4,4,0.9918331029915833,0.9918331029915833,False,False,False
470,1,1,0.9963239837944257,0.9963239837944257,False,False,False
473,1,2,0.7415074683079581,0.25849183302596385,False,False,False
477,5,5,0.9993962622621876,0.9993962622621876,False,False,False
493,5,5,0.9999852936423221,0.9999852936423221,False,False,False
496,2,2,0.9982604835330119,0.9982604835330119,False,False,False
503,3,3,0.9999582027485113,0.9999582027485113,False,False,False
508,1,1,0.999993673082373,0.999993673082373,False,False,False
509,4,2,0.9569647847251411,0.013963967872132048,False,False,True
513,6,6,0.9324214433173399,0.9324214433173399,False,False,False
517,2,2,0.9879345741218637,0.9879345741218637,False,False,False
519,4,4,0.9999904349855382,0.9999904349855382,False,False,False
527,3,3,0.9997982590585205,0.9997982590585205,False,False,False
528,5,5,0.9543007512984887,0.9543007512984887,False,False,False
537,4,4,0.7713017701019979,0.7713017701019979,False,False,False
540,2,2,0.9807364474697557,0.9807364474697557,False,False,False
544,1,1,0.9999966285331249,0.9999966285331249,False,False,False
545,7,7,0.9999999806038095,0.9999999806038095,False,False,False
547,3,3,0.9999998551357193,0.9999998551357193,False,False,False
550,5,5,0.987843149367537,0.987843149367537,False,False,False
552,2,2,0.5607477132149313,0.5607477132149313,False,False,False
560,3,3,0.999915809253162,0.999915809253162,False,False,False
561,5,5,0.996648933640092,0.996648933640092,False,False,False
562,1,1,0.9999856547326791,0.9999856547326791,False,False,False
563,1,1,0.9999942439452634,0.9999942439452634,False,False,False
569,6,6,0.9982727800369807,0.9982727800369807,False,False,False
591,5,5,0.9999910700019377,0.9999910700019377,False,False,False
596,3,3,0.9999999965465245,0.9999999965465245,False,False,False
603,4,4,0.8425687584182294,0.8425687584182294,False,False,False
605,1,1,0.9999873317297158,0.9999873317297158,False,False,False
607,3,3,0.9988674209719356,0.9988674209719356,False,False,False
611,5,5,0.9999584443718822,0.9999584443718822,False,False,False
612,6,6,0.7805305313898311,0.7805305313898311,False,False,False
615,5,1,0.5136893296514627,0.48576902271320127,False,False,False
616,1,1,0.9999995328023461,0.9999995328023461,False,False,False
619,1,1,0.9999999029802339,0.9999999029802339,False,False,False
622,7,7,0.997263801986825,0.997263801986825,False,False,False
633,7,7,0.9913248743149781,0.9913248743149781,False,False,False
635,2,2,0.9999057718127662,0.9999057718127662,False,False,False
636,4,4,0.9999999983465633,0.9999999983465633,False,False,False
640,5,5,0.9940153009164316,0.9940153009164316,False,False,False
657,7,7,0.8617336219146146,0.8617336219146146,False,False,False
659,6,6,0.7342923124000613,0.7342923124000613,False,False,False
662,4,4,0.9952234250836064,0.9952234250836064,False,False,False
669,1,1,0.999995059538872,0.999995059538872,False,False,False
