id,True,Predicted,Confidence,TrueLabelProb
1,1,1,0.778136386887163,0.778136386887163
2,7,7,0.9807613503473384,0.9807613503473384
5,1,1,0.8173797746482904,0.8173797746482904
9,1,1,0.7309800174370831,0.7309800174370831
13,7,7,0.8724423073804235,0.8724423073804235
23,2,2,0.763551488512093,0.763551488512093
24,3,3,0.9726871415680005,0.9726871415680005
30,7,7,0.9509201215176404,0.9509201215176404
31,1,1,0.47001205771913634,0.47001205771913634
34,5,5,0.9745164013333781,0.9745164013333781
40,5,5,0.6570864633761991,0.6570864633761991
43,1,1,0.7077650974897167,0.7077650974897167
46,3,3,0.9868964320715937,0.9868964320715937
61,3,3,0.8464389086405664,0.8464389086405664
69,5,5,0.9662419335254103,0.9662419335254103
71,7,7,0.9929775994728693,0.9929775994728693
73,7,7,0.8559983183197049,0.8559983183197049
76,1,1,0.6827230356612213,0.6827230356612213
84,3,3,0.998376634380912,0.998376634380912
90,1,1,0.48127529881842207,0.48127529881842207
108,6,6,0.3351632968343977,0.3351632968343977
111,7,7,0.8648555569589793,0.8648555569589793
112,3,3,0.9940557795281088,0.9940557795281088
113,6,6,0.9510217383367263,0.9510217383367263
118,1,1,0.5321209239870239,0.5321209239870239
121,2,2,0.4978423457069462,0.4978423457069462
123,1,1,0.8369966581862416,0.8369966581862416
134,3,2,0.3812005735669506,0.3005043065176097
141,4,4,0.45851126530774594,0.45851126530774594
144,2,2,0.7894043930144921,0.7894043930144921
146,1,1,0.8550097092035809,0.8550097092035809
155,7,7,0.9376244599945947,0.9376244599945947
164,1,1,0.7974777061502754,0.7974777061502754
176,4,5,0.3836038084308498,0.2240565194171903
185,4,4,0.5039051271944527,0.5039051271944527
187,1,1,0.9105909131914964,0.9105909131914964
189,2,2,0.7277215955940783,0.7277215955940783
198,3,3,0.920586199732185,0.920586199732185
201,5,5,0.9254773659452739,0.9254773659452739
204,6,6,0.8066739776866336,0.8066739776866336
205,5,5,0.972402725669249,0.972402725669249
214,2,2,0.9515960223156291,0.9515960223156291
220,1,1,0.7155126283123433,0.7155126283123433
228,3,3,0.9359619950222322,0.9359619950222322
229,1,1,0.6187523019155117,0.6187523019155117
231,5,5,0.9857714235684717,0.9857714235684717
236,3,2,0.5373180973703856,0.38918224574444477
245,5,5,0.9162094166304422,0.9162094166304422
246,1,1,0.4316037267077904,0.4316037267077904
247,6,6,0.6205687982638953,0.6205687982638953
249,2,1,0.5136400125293845,0.3068587866316526
251,5,5,0.9956076747916263,0.9956076747916263
254,6,6,0.43149154590274713,0.43149154590274713
265,4,4,0.9801229188823877,0.9801229188823877
268,2,2,0.9382581080271436,0.9382581080271436
269,3,3,0.9015077953085618,0.9015077953085618
275,1,1,0.37548518270609893,0.37548518270609893
278,7,7,0.9754116245552039,0.9754116245552039
283,4,4,0.5292195647723413,0.5292195647723413
290,7,7,0.9966184250129362,0.9966184250129362
293,6,6,0.9378641947919191,0.9378641947919191
304,7,7,0.9944938811323949,0.9944938811323949
312,7,7,0.9557091873813516,0.9557091873813516
313,3,3,0.821346454999772,0.821346454999772
314,6,4,0.6967622132094687,0.07018450289076328
317,2,7,0.4398710222206578,0.42056905831145014
320,1,1,0.8178678173453603,0.8178678173453603
325,6,6,0.4833374085985484,0.4833374085985484
328,2,2,0.9067609695894284,0.9067609695894284
331,3,3,0.9507511080056367,0.9507511080056367
333,3,3,0.4727323663698586,0.4727323663698586
342,7,7,0.9607845192666549,0.9607845192666549
354,7,2,0.6393177140199063,0.13198530210968334
360,6,6,0.8720948382715957,0.8720948382715957
369,3,3,0.9553689735353699,0.9553689735353699
370,7,7,0.9442317723653023,0.9442317723653023
383,1,1,0.8386206915533351,0.8386206915533351
388,5,5,0.6591408835860377,0.6591408835860377
399,1,1,0.6045987544526038,0.6045987544526038
403,1,6,0.41195522047898736,0.18479177167337352
404,7,7,0.9835323659993505,0.9835323659993505
405,4,4,0.2669146289590408,0.2669146289590408
409,2,1,0.8884865920059476,0.06644267446721557
413,5,5,0.5980448821994062,0.5980448821994062
424,6,6,0.9527751229811906,0.9527751229811906
430,6,6,0.9930683105861572,0.9930683105861572
434,2,2,0.9074530433866501,0.9074530433866501
440,3,3,0.9881722367909287,0.9881722367909287
452,1,1,0.7858331521130311,0.7858331521130311
453,2,7,0.7889752494210746,0.11885134887433392
454,2,2,0.7238939443595279,0.7238939443595279
455,7,7,0.9985681624751399,0.9985681624751399
456,5,5,0.5429074809933788,0.5429074809933788
459,5,5,0.991832446798864,0.991832446798864
468,4,4,0.9440883363512265,0.9440883363512265
470,1,1,0.5707403757501863,0.5707403757501863
473,1,2,0.7403168301773626,0.23447954536896953
477,5,5,0.9802032931092841,0.9802032931092841
493,5,5,0.9904786217941864,0.9904786217941864
496,2,2,0.6737614521988106,0.6737614521988106
503,3,3,0.9709888150299597,0.9709888150299597
508,1,1,0.8033754514409107,0.8033754514409107
509,4,2,0.59649996200743,0.13115949868241827
513,6,6,0.46694040359883915,0.46694040359883915
517,2,2,0.7996701723546277,0.7996701723546277
519,4,4,0.9843166389354476,0.9843166389354476
527,3,3,0.8759232582505505,0.8759232582505505
528,5,5,0.7383322642422964,0.7383322642422964
537,4,2,0.6879414427942346,0.18729780111087505
540,2,2,0.9734027488329983,0.9734027488329983
544,1,1,0.7395271452043688,0.7395271452043688
545,7,7,0.999998678771588,0.999998678771588
547,3,3,0.9593341513567174,0.9593341513567174
550,5,4,0.4771607729823178,0.4563449663223749
552,2,2,0.5153321010286973,0.5153321010286973
560,3,3,0.9807884413127741,0.9807884413127741
561,5,5,0.8973438864960643,0.8973438864960643
562,1,1,0.7716449901506395,0.7716449901506395
563,1,1,0.6797765621745337,0.6797765621745337
569,6,6,0.9043928615533883,0.9043928615533883
591,5,5,0.9959047806502436,0.9959047806502436
596,3,3,0.9692096409511874,0.9692096409511874
603,4,4,0.4663057795211473,0.4663057795211473
605,1,1,0.7929857635903039,0.7929857635903039
607,3,3,0.9069892599940417,0.9069892599940417
611,5,5,0.9757774327871243,0.9757774327871243
612,6,6,0.5792531425014247,0.5792531425014247
615,5,1,0.5143141521892789,0.4062858343629493
616,1,1,0.8041877697776617,0.8041877697776617
619,1,1,0.9771704521153244,0.9771704521153244
