id,True,Predicted,Confidence,TrueLabelProb
1,1,1,0.8070333914534784,0.8070333914534784
2,7,7,0.753628257531276,0.753628257531276
5,1,1,0.6387668672611555,0.6387668672611555
9,1,1,0.5971781398340675,0.5971781398340675
13,7,7,0.7995564026010412,0.7995564026010412
23,2,2,0.48494788571546743,0.48494788571546743
24,3,3,0.7240610182863081,0.7240610182863081
30,7,7,0.7118713763011322,0.7118713763011322
31,1,1,0.2721133538360664,0.2721133538360664
34,5,5,0.6783235421824814,0.6783235421824814
40,5,5,0.49347883126315994,0.49347883126315994
43,1,1,0.6665781665136701,0.6665781665136701
46,3,3,0.7615423699269899,0.7615423699269899
61,3,3,0.7528519757870782,0.7528519757870782
69,5,5,0.6817632950466285,0.6817632950466285
71,7,7,0.7353725929210193,0.7353725929210193
73,7,7,0.6308743572791412,0.6308743572791412
76,1,1,0.7440919710904443,0.7440919710904443
84,3,3,0.772523021910476,0.772523021910476
90,1,1,0.3880838097196702,0.3880838097196702
108,6,2,0.28895272487332785,0.17904799250928013
111,7,7,0.5810650020988992,0.5810650020988992
112,3,3,0.5541322170791602,0.5541322170791602
113,6,6,0.38513690947361995,0.38513690947361995
118,1,1,0.6886688240400782,0.6886688240400782
121,2,2,0.5459101678203763,0.5459101678203763
123,1,1,0.6423779134470191,0.6423779134470191
134,3,2,0.3731985637500442,0.2314954721487707
141,4,4,0.28608307544796846,0.28608307544796846
144,2,2,0.5576868685840343,0.5576868685840343
146,1,1,0.832789134878828,0.832789134878828
155,7,7,0.7715435287688887,0.7715435287688887
164,1,1,0.682899074534143,0.682899074534143
176,4,5,0.33335335984711,0.2778225133798905
185,4,4,0.37686384887854646,0.37686384887854646
187,1,1,0.7625046350289459,0.7625046350289459
189,2,2,0.6395026865847255,0.6395026865847255
198,3,3,0.34166482204517096,0.34166482204517096
201,5,5,0.5391948688684643,0.5391948688684643
204,6,6,0.39479365075132933,0.39479365075132933
205,5,5,0.31582186435567,0.31582186435567
