Accuracy,Sensitivity,Specificity,Classifier
0.8688046647230321,0.8569194006556341,0.9772352340119728,Random Forest
0.8367346938775511,0.8232497302097148,0.9718520923992529,Random Forest
0.8483965014577259,0.8419025407683665,0.9741277828590612,Random Forest
0.8483965014577259,0.8430293982373999,0.9739817555783146,Random Forest
0.880466472303207,0.876365810872192,0.9793587073778828,Random Forest
0.8746355685131195,0.8690460019202823,0.9783394726133567,Gradient Boosting
0.8483965014577259,0.8370334581136828,0.9738877357071637,Gradient Boosting
0.8279883381924198,0.8221344614708574,0.9705925476768206,Gradient Boosting
0.8279883381924198,0.8154007461976561,0.9704733503465673,Gradient Boosting
0.8658892128279884,0.8643185045484891,0.9768690339968494,Gradient Boosting
0.7463556851311953,0.7506117341966588,0.9571843592494876,Logistic Regression
0.717201166180758,0.7222866383250823,0.9522477427685387,Logistic Regression
0.7667638483965015,0.7671790177669598,0.9604646222131464,Logistic Regression
0.7725947521865889,0.7754553066259989,0.9615940678433181,Logistic Regression
0.7988338192419825,0.7957509423361625,0.9660730732091893,Logistic Regression
0.8629737609329446,0.8534263200956038,0.9765634998492821,SVM (RBF Kernel)
0.8104956268221575,0.8051540833406753,0.9678020793946516,SVM (RBF Kernel)
0.8571428571428571,0.8563504115942031,0.975720262254692,SVM (RBF Kernel)
0.8221574344023324,0.8106434289409544,0.9694688396263461,SVM (RBF Kernel)
0.8483965014577259,0.8378264449857783,0.9740235672322758,SVM (RBF Kernel)
0.41690962099125367,0.4435019214705885,0.9067496386508289,RDA (QDA+reg)
0.3294460641399417,0.3583848856876591,0.8930164431466431,RDA (QDA+reg)
0.34402332361516036,0.3748930427811876,0.8953359275434979,RDA (QDA+reg)
0.4314868804664723,0.4445640644268139,0.9090054019542176,RDA (QDA+reg)
0.4402332361516035,0.45649002204606465,0.9106020456298219,RDA (QDA+reg)
0.8396501457725948,0.822181562437909,0.9726511578845859,k-NN
0.7521865889212828,0.7323278660742155,0.9574873335791392,k-NN
0.7842565597667639,0.7652196450328096,0.9632878856909477,k-NN
0.8075801749271136,0.7971376047705954,0.9671860839801569,k-NN
0.7842565597667639,0.7663497896506516,0.9628099819510403,k-NN
