id,True,Predicted,Confidence,TrueLabelProb
1,1,1,1.0,1.0
2,7,7,1.0,1.0
5,1,1,1.0,1.0
9,1,2,1.0,0.0
13,7,7,1.0,1.0
23,2,2,0.9999999999999996,0.9999999999999996
24,3,3,0.9999999998995335,0.9999999998995335
30,7,7,1.0,1.0
31,1,2,0.9997279866097604,2.13290800417629e-198
34,5,5,1.0,1.0
40,5,5,1.0,1.0
43,1,1,1.0,1.0
46,3,3,1.0,1.0
61,3,3,1.0,1.0
69,5,5,0.9999999999999831,0.9999999999999831
71,7,7,1.0,1.0
73,7,6,1.0,4.6994686669375554e-17
76,1,2,0.9999967016956501,3.2983043498634246e-06
84,3,3,1.0,1.0
90,1,6,1.0,9.278930224941844e-21
108,6,6,0.999999865858231,0.999999865858231
111,7,7,1.0,1.0
112,3,3,1.0,1.0
113,6,6,1.0,1.0
118,1,1,1.0,1.0
121,2,2,1.0,1.0
123,1,2,1.0,8.08773465261072e-62
134,3,1,0.9506770428120366,4.456945416178738e-14
141,4,6,0.984773661616535,5.507658386870331e-77
144,2,2,1.0,1.0
146,1,1,1.0,1.0
155,7,7,1.0,1.0
164,1,3,0.9841504597447103,1.1834764278527546e-38
176,4,5,1.0,3.920206613935843e-62
185,4,4,1.0,1.0
187,1,1,1.0,1.0
189,2,2,0.9999996688346433,0.9999996688346433
198,3,3,1.0,1.0
201,5,5,1.0,1.0
204,6,6,1.0,1.0
205,5,5,1.0,1.0
214,2,7,1.0,2.4361389115831634e-62
220,1,1,1.0,1.0
228,3,3,1.0,1.0
229,1,1,1.0,1.0
231,5,5,0.9999999999999936,0.9999999999999936
236,3,4,0.9999992122781144,7.877218856502746e-07
245,5,3,1.0,2.413882922733403e-18
246,1,3,0.9999997505224189,2.494775811418274e-07
247,6,6,0.9999999999999991,0.9999999999999991
249,2,2,0.9999999999999298,0.9999999999999298
251,5,5,1.0,1.0
254,6,6,0.9972583220142976,0.9972583220142976
265,4,4,1.0,1.0
268,2,6,0.9999999998256612,5.1377525817893615e-21
269,3,3,1.0,1.0
275,1,2,0.9999999860032565,1.3996743467916704e-08
278,7,2,1.0,0.0
283,4,4,1.0,1.0
290,7,7,1.0,1.0
293,6,6,1.0,1.0
304,7,7,1.0,1.0
312,7,3,0.9860522308485861,0.013947769151410905
313,3,3,1.0,1.0
314,6,6,0.9999913304191881,0.9999913304191881
317,2,2,1.0,1.0
320,1,1,1.0,1.0
325,6,6,1.0,1.0
328,2,2,1.0,1.0
331,3,3,1.0,1.0
333,3,3,1.0,1.0
342,7,7,1.0,1.0
354,7,7,1.0,1.0
360,6,3,0.9999994781559954,5.218440046164288e-07
369,3,3,1.0,1.0
370,7,7,1.0,1.0
383,1,1,1.0,1.0
388,5,5,1.0,1.0
399,1,1,1.0,1.0
403,1,6,1.0,1.2761426267978348e-52
404,7,7,1.0,1.0
405,4,4,0.9999999999999756,0.9999999999999756
409,2,2,0.999999999999954,0.999999999999954
413,5,5,1.0,1.0
424,6,6,0.9968324839634791,0.9968324839634791
430,6,6,1.0,1.0
434,2,2,1.0,1.0
440,3,3,1.0,1.0
452,1,1,1.0,1.0
